user_id,first_name,last_name,gender,city,major,degree_type,gpa,skill_name,skill_level
U2136,Trang,Bui,Male,Hanoi,Finance,Master,2.64,"Accounting, SQL, Power BI, Data Analysis","L4, L2, L4, L2"
U2137,Minh,Pham,Female,Hanoi,Information Systems,Bachelor,3.59,"Power BI, Data Visualization, Python, Excel, SQL","L4, L4, L2, L2, L4"
U2138,Tuan,Bui,Female,Hanoi,Marketing,Master,2.72,Marketing Strategy,L4
U2139,Trang,Nguyen,Male,Da Nang,Business Administration,Bachelor,2.65,"Negotiation, Project Management","L3, L2"
U2140,Huy,Le,Female,Ho Chi Minh,Business Administration,Bachelor,3.88,Negotiation,L2
U2141,Huy,Vo,Female,Hanoi,Computer Science,Master,2.08,"Data Structures, Java","L1, L4"
U2142,Khanh,Do,Female,Hanoi,Finance,Master,3.53,"Accounting, Data Analysis, Excel","L4, L4, L3"
U2143,Tuan,Tran,Male,Hanoi,Marketing,Master,2.97,"Communication, Social Media, Marketing Strategy, Excel, Power BI","L2, L3, L1, L2, L1"
U2144,Khanh,Nguyen,Female,Ho Chi Minh,Business Administration,Master,3.89,"Negotiation, Excel, Communication, Leadership, Project Management","L2, L1, L3, L1, L4"
U2145,Linh,Phan,Female,Hanoi,Computer Science,Bachelor,2.79,Machine Learning,L1
U2146,Anh,Le,Female,Ho Chi Minh,Information Systems,Bachelor,3.42,"Python, Power BI","L4, L2"
U2147,Phuc,Pham,Female,Hanoi,Business Administration,Master,2.14,"Project Management, Communication, Excel, Negotiation, Leadership","L1, L1, L3, L4, L1"
U2148,Linh,Hoang,Female,Ho Chi Minh,Computer Science,Bachelor,3.86,"Java, Machine Learning, Python","L2, L3, L3"
U2149,Anh,Le,Male,Hanoi,Information Systems,Master,2.69,"Python, Power BI, SQL, Excel, Data Visualization","L2, L2, L2, L3, L1"
U2150,Trang,Phan,Male,Da Nang,Finance,Master,3.05,"Excel, Power BI, Accounting, SQL, Data Analysis","L4, L1, L1, L3, L2"
U2151,Khanh,Tran,Female,Ho Chi Minh,Information Systems,Master,2.28,"Power BI, Excel, SQL","L4, L3, L2"
U2152,Trang,Tran,Female,Ho Chi Minh,Business Administration,Bachelor,3.89,"Project Management, Communication","L2, L1"
U2153,Trang,Dang,Male,Hanoi,Marketing,Master,3.35,Excel,L3
U2154,Anh,Do,Female,Da Nang,Information Systems,Bachelor,2.11,"Data Visualization, Python, Power BI, Excel, SQL","L4, L1, L4, L4, L3"
U2155,Tuan,Phan,Female,Da Nang,Marketing,Master,2.31,"Communication, Power BI","L4, L1"
U2156,Anh,Tran,Female,Da Nang,Marketing,Bachelor,2.8,"Marketing Strategy, Power BI, Social Media, Communication, Excel","L1, L2, L2, L1, L2"
U2157,Nhi,Dang,Female,Ho Chi Minh,Information Systems,Bachelor,2.43,"Power BI, SQL, Data Visualization, Python, Excel","L3, L2, L2, L4, L2"
U2158,Huy,Dang,Female,Hanoi,Finance,Bachelor,2.61,"Accounting, Excel, SQL, Power BI, Data Analysis","L2, L1, L4, L1, L3"
U2159,Huy,Dang,Female,Hanoi,Information Systems,Bachelor,3.99,"Python, Data Visualization, Power BI","L4, L3, L1"
U2160,Linh,Le,Female,Hanoi,Computer Science,Master,3.32,"R, Machine Learning, Java","L4, L2, L2"
U2161,Huy,Dang,Female,Hanoi,Marketing,Bachelor,3.84,"Social Media, Excel, Communication","L1, L3, L4"
U2162,Anh,Nguyen,Male,Hanoi,Business Administration,Bachelor,2.87,"Leadership, Project Management, Communication, Negotiation, Excel","L3, L4, L4, L1, L4"
U2163,Hoa,Phan,Male,Ho Chi Minh,Marketing,Master,3.42,"Marketing Strategy, Excel, Communication","L2, L1, L4"
U2164,Khanh,Nguyen,Female,Ho Chi Minh,Business Administration,Bachelor,2.92,"Communication, Negotiation, Excel","L4, L1, L2"
U2165,Anh,Hoang,Female,Ho Chi Minh,Computer Science,Master,2.66,"Python, Machine Learning, R","L3, L1, L1"
U2166,Anh,Tran,Female,Hanoi,Computer Science,Bachelor,3.04,"Python, Machine Learning, Java, Data Structures, R","L3, L3, L4, L1, L1"
U2167,Phuc,Do,Female,Ho Chi Minh,Computer Science,Master,2.85,"Java, Data Structures, Python, R","L1, L3, L2, L3"
U2168,Khanh,Dang,Male,Da Nang,Information Systems,Bachelor,3.96,"Python, Data Visualization, Excel, Power BI, SQL","L1, L3, L3, L1, L2"
U2169,Nhi,Pham,Male,Ho Chi Minh,Marketing,Bachelor,2.99,Excel,L4
U2170,Huy,Pham,Male,Ho Chi Minh,Business Administration,Bachelor,3.62,"Leadership, Project Management, Communication, Excel, Negotiation","L4, L3, L3, L2, L2"
U2171,Khanh,Tran,Male,Ho Chi Minh,Computer Science,Bachelor,3.33,R,L3
U2172,Huy,Hoang,Female,Ho Chi Minh,Computer Science,Master,2.96,"Machine Learning, Data Structures, Python, R, Java","L4, L1, L1, L2, L3"
U2173,Linh,Pham,Female,Ho Chi Minh,Business Administration,Bachelor,2.95,"Project Management, Leadership, Excel, Communication, Negotiation","L3, L3, L1, L1, L1"
U2174,Khanh,Nguyen,Female,Ho Chi Minh,Marketing,Master,2.68,"Communication, Power BI, Social Media","L1, L3, L3"
U2175,Huy,Bui,Male,Ho Chi Minh,Marketing,Master,2.21,"Marketing Strategy, Excel, Communication","L4, L1, L3"
U2176,Nhi,Le,Female,Hanoi,Business Administration,Master,3.52,"Communication, Excel, Leadership, Negotiation","L2, L2, L2, L2"
U2177,Minh,Vo,Female,Ho Chi Minh,Finance,Master,3.84,"Power BI, Data Analysis, Excel","L4, L3, L2"
U2178,Trang,Pham,Male,Da Nang,Marketing,Bachelor,2.44,"Excel, Social Media, Communication","L1, L2, L3"
U2179,Trang,Do,Male,Ho Chi Minh,Business Administration,Bachelor,3.85,Negotiation,L2
U2180,Nhi,Dang,Male,Hanoi,Business Administration,Bachelor,2.46,"Excel, Project Management, Leadership","L1, L2, L4"
U2181,Phuc,Do,Male,Ho Chi Minh,Computer Science,Bachelor,3.06,Machine Learning,L2
U2182,Minh,Phan,Male,Hanoi,Business Administration,Bachelor,2.69,"Project Management, Leadership, Negotiation, Communication, Excel","L4, L4, L2, L1, L3"
U2183,Linh,Le,Female,Da Nang,Information Systems,Bachelor,2.23,"SQL, Excel, Python","L1, L4, L3"
U2184,Nhi,Nguyen,Female,Ho Chi Minh,Computer Science,Master,2.11,"Data Structures, R, Java, Python, Machine Learning","L4, L3, L1, L2, L2"
U2185,Trang,Hoang,Male,Ho Chi Minh,Computer Science,Master,2.73,Java,L3
U2186,Trang,Le,Female,Hanoi,Marketing,Bachelor,2.09,"Marketing Strategy, Excel, Communication, Social Media, Power BI","L4, L3, L2, L4, L4"
U2187,Trang,Vo,Female,Ho Chi Minh,Finance,Bachelor,2.21,"Excel, SQL, Data Analysis, Power BI, Accounting","L1, L1, L2, L4, L3"
U2188,Tuan,Bui,Female,Hanoi,Marketing,Bachelor,2.28,"Communication, Excel, Power BI, Social Media","L4, L4, L1, L2"
U2189,Nhi,Pham,Female,Ho Chi Minh,Information Systems,Master,2,"Python, Data Visualization","L4, L4"
U2190,Anh,Hoang,Male,Hanoi,Computer Science,Bachelor,2.31,"R, Python, Machine Learning","L1, L4, L4"
U2191,Linh,Hoang,Female,Ho Chi Minh,Computer Science,Bachelor,3.15,"Python, Machine Learning, Data Structures, Java, R","L2, L2, L3, L1, L2"
U2192,Trang,Pham,Female,Ho Chi Minh,Business Administration,Bachelor,3.64,"Leadership, Communication, Excel, Project Management","L4, L2, L3, L1"
U2193,Huy,Pham,Female,Ho Chi Minh,Finance,Master,2.39,SQL,L2
U2194,Nhi,Pham,Male,Ho Chi Minh,Finance,Master,2.16,"Excel, Power BI","L1, L3"
U2195,Tuan,Pham,Female,Hanoi,Business Administration,Bachelor,3.46,"Excel, Project Management","L2, L1"
U2196,Nhi,Pham,Male,Ho Chi Minh,Information Systems,Master,2.02,"Python, Power BI, SQL, Data Visualization","L1, L4, L4, L1"
U2197,Linh,Hoang,Male,Ho Chi Minh,Finance,Master,3.47,"Excel, SQL, Power BI, Accounting","L4, L4, L3, L2"
U2198,Tuan,Tran,Male,Da Nang,Computer Science,Master,2.26,"Python, Machine Learning, R","L3, L2, L2"
U2199,Linh,Tran,Male,Ho Chi Minh,Information Systems,Bachelor,2.46,"SQL, Data Visualization, Power BI","L3, L3, L3"
U2200,Nhi,Do,Female,Da Nang,Marketing,Bachelor,2.24,Excel,L2
U2201,Anh,Tran,Male,Ho Chi Minh,Marketing,Master,2.49,"Excel, Marketing Strategy, Power BI, Social Media, Communication","L2, L2, L4, L1, L4"
U2202,Linh,Vo,Male,Ho Chi Minh,Information Systems,Master,3.6,"SQL, Power BI, Excel","L2, L1, L1"
U2203,Tuan,Tran,Male,Hanoi,Computer Science,Master,2.27,"Python, Data Structures, R, Machine Learning","L1, L1, L2, L3"
U2204,Tuan,Hoang,Male,Hanoi,Marketing,Bachelor,3.99,"Social Media, Communication","L4, L3"
U2205,Linh,Pham,Male,Ho Chi Minh,Computer Science,Master,2.65,"Python, Java, Data Structures, Machine Learning","L2, L1, L4, L4"
U2206,Hoa,Dang,Female,Ho Chi Minh,Business Administration,Master,3.84,"Excel, Leadership","L3, L2"
U2207,Nhi,Dang,Male,Ho Chi Minh,Finance,Bachelor,2.38,"Excel, Data Analysis","L2, L3"
U2208,Hoa,Vo,Female,Ho Chi Minh,Information Systems,Master,2.38,Power BI,L4
U2209,Phuc,Phan,Female,Ho Chi Minh,Finance,Master,3.13,"Power BI, Data Analysis, Excel, Accounting","L1, L1, L3, L2"
U2210,Nhi,Hoang,Male,Ho Chi Minh,Business Administration,Bachelor,2.1,"Negotiation, Excel, Communication","L4, L1, L1"
U2211,Linh,Nguyen,Female,Hanoi,Marketing,Master,3.6,"Excel, Communication, Marketing Strategy","L2, L4, L4"
U2212,Minh,Le,Female,Hanoi,Computer Science,Master,2.88,"Data Structures, Java, R, Machine Learning","L1, L1, L3, L2"
U2213,Linh,Do,Female,Da Nang,Computer Science,Master,3.4,Data Structures,L2
U2214,Hoa,Nguyen,Male,Ho Chi Minh,Business Administration,Master,2.35,"Communication, Project Management","L1, L2"
U2215,Anh,Hoang,Male,Ho Chi Minh,Information Systems,Bachelor,3.28,Excel,L1
U2216,Linh,Tran,Male,Hanoi,Finance,Bachelor,3.19,Data Analysis,L3
U2217,Linh,Pham,Male,Ho Chi Minh,Marketing,Bachelor,3.51,"Communication, Social Media, Marketing Strategy, Power BI, Excel","L3, L1, L1, L2, L2"
U2218,Anh,Nguyen,Male,Ho Chi Minh,Information Systems,Master,2.59,"Power BI, Python, Data Visualization, Excel, SQL","L4, L1, L3, L2, L1"
U2219,Linh,Le,Male,Ho Chi Minh,Business Administration,Bachelor,3.87,"Leadership, Excel, Negotiation, Project Management, Communication","L1, L3, L1, L2, L3"
U2220,Trang,Phan,Male,Hanoi,Business Administration,Bachelor,3.92,"Project Management, Excel","L3, L2"
U2221,Minh,Dang,Female,Hanoi,Computer Science,Master,3.74,"Python, Java, Data Structures, R, Machine Learning","L2, L1, L4, L1, L4"
U2222,Huy,Phan,Female,Hanoi,Marketing,Bachelor,3.14,"Marketing Strategy, Excel, Power BI, Social Media","L1, L2, L1, L2"
U2223,Minh,Le,Male,Ho Chi Minh,Information Systems,Master,2.84,"Power BI, Excel","L1, L2"
U2224,Linh,Pham,Female,Hanoi,Computer Science,Master,2.12,"Data Structures, Java","L2, L3"
U2225,Trang,Tran,Male,Hanoi,Marketing,Master,3.89,"Communication, Power BI, Marketing Strategy","L2, L2, L3"
U2226,Nhi,Le,Male,Ho Chi Minh,Finance,Bachelor,3.9,"Power BI, SQL, Accounting, Data Analysis, Excel","L2, L1, L3, L4, L4"
U2227,Linh,Do,Male,Hanoi,Finance,Bachelor,2.04,Excel,L2
U2228,Hoa,Le,Female,Ho Chi Minh,Computer Science,Master,2.71,"Java, Python, R, Data Structures","L4, L1, L2, L4"
U2229,Trang,Hoang,Male,Da Nang,Information Systems,Bachelor,3.76,"Data Visualization, Power BI, Excel, SQL","L1, L4, L2, L2"
U2230,Anh,Tran,Male,Ho Chi Minh,Marketing,Master,2.16,"Communication, Excel, Social Media","L4, L2, L1"
U2231,Trang,Pham,Male,Ho Chi Minh,Finance,Bachelor,2.39,"SQL, Data Analysis, Excel","L4, L3, L1"
U2232,Anh,Dang,Male,Da Nang,Finance,Bachelor,3.96,"Data Analysis, Excel, Accounting","L2, L3, L4"
U2233,Phuc,Dang,Female,Da Nang,Information Systems,Bachelor,3.69,"SQL, Power BI, Excel","L1, L2, L2"
U2234,Huy,Le,Male,Hanoi,Computer Science,Bachelor,3.82,Java,L4
U2235,Khanh,Hoang,Female,Da Nang,Business Administration,Bachelor,2.28,"Negotiation, Leadership, Project Management","L3, L2, L3"
U2236,Trang,Nguyen,Female,Ho Chi Minh,Marketing,Master,2.42,"Social Media, Communication, Excel, Power BI","L4, L2, L4, L3"
U2237,Tuan,Phan,Male,Ho Chi Minh,Finance,Bachelor,3.21,"Data Analysis, Power BI","L4, L4"
U2238,Hoa,Phan,Male,Ho Chi Minh,Business Administration,Bachelor,3,"Communication, Excel, Project Management, Negotiation","L1, L2, L4, L4"
U2239,Linh,Phan,Female,Ho Chi Minh,Information Systems,Bachelor,2.6,Data Visualization,L2
U2240,Hoa,Nguyen,Female,Ho Chi Minh,Computer Science,Bachelor,3.77,"R, Data Structures, Java","L4, L4, L2"
U2241,Minh,Hoang,Female,Hanoi,Marketing,Bachelor,3.8,"Excel, Marketing Strategy, Social Media, Power BI","L4, L4, L2, L1"
U2242,Khanh,Phan,Female,Ho Chi Minh,Information Systems,Master,2.58,"SQL, Data Visualization, Power BI, Excel, Python","L3, L2, L1, L1, L4"
U2243,Minh,Do,Male,Da Nang,Computer Science,Master,2.31,"R, Machine Learning","L3, L4"
U2244,Phuc,Nguyen,Female,Ho Chi Minh,Information Systems,Master,2.3,"Excel, SQL, Power BI","L2, L2, L1"
U2245,Khanh,Nguyen,Female,Da Nang,Finance,Bachelor,2.97,"Accounting, Power BI, Excel, SQL, Data Analysis","L4, L2, L2, L2, L4"
U2246,Khanh,Pham,Female,Hanoi,Finance,Bachelor,2.27,"Accounting, Data Analysis, SQL","L2, L3, L1"
U2247,Minh,Pham,Female,Hanoi,Business Administration,Master,2.95,"Communication, Leadership, Project Management","L4, L1, L4"
U2248,Anh,Tran,Male,Hanoi,Information Systems,Master,2.92,"Power BI, Excel, SQL","L3, L1, L4"
U2249,Minh,Do,Male,Hanoi,Finance,Master,3.77,"Data Analysis, Excel, SQL, Accounting","L3, L3, L4, L3"
U2250,Hoa,Do,Male,Hanoi,Computer Science,Master,2.59,"R, Python, Data Structures, Machine Learning, Java","L3, L2, L3, L3, L4"
U2251,Anh,Tran,Female,Hanoi,Business Administration,Bachelor,3.12,"Project Management, Leadership, Communication, Excel, Negotiation","L1, L3, L2, L1, L3"
U2252,Hoa,Do,Female,Da Nang,Marketing,Master,3.49,"Communication, Excel, Power BI","L3, L4, L1"
U2253,Phuc,Vo,Male,Hanoi,Information Systems,Bachelor,3.19,"Power BI, Excel","L2, L2"
U2254,Linh,Bui,Male,Ho Chi Minh,Finance,Master,3.91,Excel,L3
U2255,Nhi,Phan,Female,Da Nang,Computer Science,Bachelor,3.2,"Data Structures, Java, Machine Learning, Python","L2, L1, L4, L4"
U2256,Anh,Pham,Male,Hanoi,Information Systems,Bachelor,3.8,"Data Visualization, Power BI, Python, SQL, Excel","L3, L3, L1, L1, L1"
U2257,Phuc,Tran,Female,Da Nang,Computer Science,Bachelor,2.49,R,L4
U2258,Tuan,Tran,Female,Da Nang,Business Administration,Master,3.12,"Excel, Communication","L4, L4"
U2259,Phuc,Do,Female,Ho Chi Minh,Finance,Bachelor,3.09,"Power BI, Excel, Data Analysis, Accounting","L1, L3, L1, L1"
U2260,Minh,Nguyen,Female,Hanoi,Finance,Bachelor,3.98,"Power BI, SQL","L2, L1"
U2261,Minh,Dang,Female,Da Nang,Business Administration,Master,2.41,"Communication, Excel, Negotiation","L2, L2, L3"
U2262,Nhi,Le,Female,Da Nang,Computer Science,Master,2.28,"Java, Machine Learning, R","L3, L2, L3"
U2263,Phuc,Le,Male,Ho Chi Minh,Information Systems,Master,3.22,"Data Visualization, Python","L1, L3"
U2264,Huy,Tran,Male,Hanoi,Computer Science,Master,2.45,"R, Machine Learning, Data Structures, Java","L2, L3, L1, L4"
U2265,Linh,Phan,Male,Da Nang,Information Systems,Master,3.28,"Excel, SQL, Data Visualization, Power BI, Python","L1, L4, L2, L2, L3"
U2266,Minh,Vo,Female,Ho Chi Minh,Business Administration,Master,3.94,"Communication, Negotiation","L1, L4"
U2267,Nhi,Phan,Male,Ho Chi Minh,Marketing,Bachelor,3.89,"Social Media, Communication, Power BI","L3, L4, L1"
U2268,Linh,Tran,Female,Ho Chi Minh,Information Systems,Bachelor,2.46,"SQL, Power BI, Python, Excel, Data Visualization","L2, L2, L1, L2, L4"
U2269,Phuc,Phan,Female,Hanoi,Finance,Master,2.34,"SQL, Accounting, Excel, Data Analysis","L1, L1, L3, L2"
U2270,Phuc,Pham,Female,Hanoi,Finance,Master,3.12,"Data Analysis, Excel, Accounting","L1, L2, L3"
U2271,Khanh,Phan,Female,Hanoi,Finance,Bachelor,3.17,"Data Analysis, Accounting, Excel, SQL","L4, L3, L3, L3"
U2272,Nhi,Do,Male,Hanoi,Computer Science,Bachelor,3.32,"Java, Python, Data Structures, Machine Learning, R","L2, L2, L1, L4, L1"
U2273,Minh,Do,Male,Hanoi,Computer Science,Bachelor,3.48,"Data Structures, Machine Learning, Java, R","L4, L4, L2, L3"
U2274,Huy,Vo,Male,Hanoi,Computer Science,Master,3.2,"R, Python, Data Structures","L2, L1, L4"
U2275,Phuc,Pham,Female,Da Nang,Finance,Bachelor,2.22,"Accounting, Data Analysis, Power BI","L4, L4, L1"
U2276,Huy,Dang,Male,Hanoi,Information Systems,Bachelor,3.58,"Excel, Power BI","L4, L1"
U2277,Phuc,Nguyen,Male,Hanoi,Finance,Master,2.16,"Data Analysis, Excel, SQL, Accounting","L4, L3, L4, L4"
U2278,Minh,Pham,Male,Hanoi,Information Systems,Master,2.04,Power BI,L1
U2279,Linh,Hoang,Female,Hanoi,Computer Science,Master,3.54,"Data Structures, R, Machine Learning, Python","L3, L3, L4, L2"
U2280,Trang,Bui,Male,Ho Chi Minh,Marketing,Bachelor,3.1,"Communication, Social Media, Excel, Power BI, Marketing Strategy","L4, L4, L2, L4, L2"
U2281,Linh,Tran,Female,Hanoi,Computer Science,Master,3.4,Machine Learning,L4
U2282,Phuc,Hoang,Male,Hanoi,Business Administration,Bachelor,2.77,"Leadership, Negotiation, Excel, Project Management","L2, L3, L2, L3"
U2283,Hoa,Vo,Female,Ho Chi Minh,Information Systems,Bachelor,2.02,"SQL, Power BI, Data Visualization, Python, Excel","L3, L3, L3, L1, L4"
U2284,Trang,Hoang,Male,Da Nang,Marketing,Master,2.66,"Marketing Strategy, Social Media, Communication","L3, L1, L3"
U2285,Trang,Do,Male,Hanoi,Computer Science,Bachelor,3.22,"Data Structures, Python, R","L2, L1, L3"
U2286,Huy,Phan,Male,Hanoi,Marketing,Master,2.45,"Social Media, Power BI","L2, L4"
U2287,Nhi,Nguyen,Female,Hanoi,Finance,Master,3.38,"Power BI, Accounting, Data Analysis, SQL, Excel","L2, L3, L4, L2, L3"
U2288,Huy,Le,Male,Ho Chi Minh,Information Systems,Master,3.59,"Excel, SQL","L4, L3"
U2289,Huy,Tran,Male,Ho Chi Minh,Business Administration,Master,2.91,"Negotiation, Leadership, Excel","L2, L2, L3"
U2290,Hoa,Le,Female,Hanoi,Finance,Bachelor,3.75,"SQL, Excel","L2, L3"
U2291,Linh,Phan,Female,Ho Chi Minh,Marketing,Master,3.71,"Communication, Power BI, Excel, Marketing Strategy, Social Media","L4, L4, L2, L4, L4"
U2292,Linh,Do,Female,Ho Chi Minh,Computer Science,Bachelor,3.76,Python,L3
U2293,Tuan,Do,Female,Da Nang,Information Systems,Bachelor,3.32,"Excel, Data Visualization, Python, Power BI","L3, L2, L1, L2"
U2294,Phuc,Phan,Male,Ho Chi Minh,Business Administration,Master,2.61,"Project Management, Negotiation, Leadership","L2, L1, L2"
U2295,Hoa,Tran,Male,Ho Chi Minh,Computer Science,Bachelor,2.96,Python,L1
U2296,Tuan,Le,Female,Hanoi,Business Administration,Master,3.42,Excel,L2
U2297,Minh,Pham,Male,Da Nang,Information Systems,Master,2.42,"Python, Power BI","L2, L3"
U2298,Phuc,Do,Female,Hanoi,Marketing,Master,3.48,"Power BI, Excel, Social Media","L2, L3, L2"
U2299,Phuc,Le,Male,Ho Chi Minh,Business Administration,Bachelor,3.1,"Negotiation, Excel","L3, L1"
U2300,Khanh,Dang,Female,Hanoi,Information Systems,Master,2.19,Power BI,L4
U2301,Khanh,Le,Male,Da Nang,Business Administration,Master,3.11,"Leadership, Project Management, Negotiation, Communication, Excel","L2, L3, L4, L3, L1"
U2302,Anh,Dang,Female,Ho Chi Minh,Computer Science,Bachelor,2.13,"Python, R, Java, Machine Learning","L4, L4, L1, L1"
U2303,Anh,Dang,Female,Ho Chi Minh,Business Administration,Master,2.03,Project Management,L1
U2304,Huy,Do,Male,Da Nang,Computer Science,Master,3.78,"Data Structures, R","L3, L3"
U2305,Minh,Tran,Male,Hanoi,Computer Science,Master,2.98,Python,L2
U2306,Trang,Vo,Male,Ho Chi Minh,Information Systems,Master,3.09,"Python, SQL, Excel, Power BI, Data Visualization","L1, L1, L1, L4, L3"
U2307,Trang,Do,Female,Da Nang,Finance,Master,2.56,"Excel, Accounting","L4, L4"
U2308,Khanh,Tran,Male,Ho Chi Minh,Business Administration,Master,3.09,"Negotiation, Communication, Excel","L3, L4, L3"
U2309,Khanh,Tran,Female,Hanoi,Marketing,Bachelor,2.34,"Communication, Excel, Marketing Strategy, Power BI","L2, L2, L2, L3"
U2310,Khanh,Hoang,Male,Ho Chi Minh,Computer Science,Master,3.49,Machine Learning,L4
U2311,Hoa,Phan,Male,Ho Chi Minh,Finance,Master,3.65,"Excel, SQL, Accounting, Power BI, Data Analysis","L1, L4, L4, L4, L4"
U2312,Nhi,Phan,Female,Ho Chi Minh,Computer Science,Master,3.71,"Java, R, Python, Data Structures","L4, L4, L2, L2"
U2313,Anh,Phan,Female,Hanoi,Finance,Master,2.21,"Power BI, Accounting, SQL, Excel, Data Analysis","L1, L3, L1, L1, L1"
U2314,Hoa,Bui,Male,Da Nang,Finance,Bachelor,3.12,"Data Analysis, SQL, Power BI, Excel, Accounting","L2, L3, L3, L1, L3"
U2315,Linh,Do,Female,Ho Chi Minh,Marketing,Master,3.62,"Excel, Communication, Social Media, Power BI, Marketing Strategy","L1, L1, L2, L1, L3"
U2316,Trang,Tran,Female,Da Nang,Finance,Bachelor,2.26,"Accounting, Power BI, SQL, Excel, Data Analysis","L1, L4, L3, L2, L1"
U2317,Phuc,Hoang,Male,Ho Chi Minh,Marketing,Master,2.2,"Social Media, Communication","L2, L3"
U2318,Anh,Dang,Female,Hanoi,Information Systems,Master,3.63,"Python, Power BI, Data Visualization, SQL","L2, L3, L1, L2"
U2319,Tuan,Vo,Male,Hanoi,Computer Science,Bachelor,3.59,"Machine Learning, Java","L2, L2"
U2320,Linh,Vo,Male,Ho Chi Minh,Marketing,Bachelor,2.9,"Power BI, Marketing Strategy, Communication, Social Media, Excel","L1, L4, L2, L2, L3"
U2321,Anh,Dang,Female,Hanoi,Computer Science,Master,2.22,"Java, R, Machine Learning","L2, L2, L1"
U2322,Hoa,Le,Male,Da Nang,Business Administration,Master,3.03,"Negotiation, Communication, Excel, Project Management, Leadership","L1, L3, L3, L4, L1"
U2323,Minh,Le,Female,Hanoi,Information Systems,Master,2.79,"Data Visualization, Power BI, Python, Excel, SQL","L3, L1, L3, L4, L3"
U2324,Phuc,Phan,Male,Ho Chi Minh,Business Administration,Master,3.04,"Negotiation, Project Management, Leadership","L2, L1, L2"
U2325,Anh,Do,Female,Hanoi,Business Administration,Master,2.88,"Negotiation, Excel, Leadership","L2, L4, L2"
U2326,Nhi,Bui,Female,Da Nang,Finance,Master,3.14,"Data Analysis, SQL, Accounting, Excel","L2, L2, L2, L3"
U2327,Khanh,Hoang,Female,Ho Chi Minh,Finance,Bachelor,3.45,"Power BI, Accounting, Data Analysis","L2, L4, L1"
U2328,Khanh,Vo,Female,Ho Chi Minh,Business Administration,Master,3.55,Negotiation,L4
U2329,Phuc,Phan,Female,Ho Chi Minh,Finance,Master,3.3,Data Analysis,L1
U2330,Hoa,Nguyen,Male,Ho Chi Minh,Computer Science,Master,2.4,"Machine Learning, R, Java","L3, L2, L1"
U2331,Khanh,Phan,Male,Ho Chi Minh,Finance,Bachelor,2.79,"Accounting, Excel, Data Analysis, Power BI, SQL","L3, L2, L2, L3, L1"
U2332,Anh,Nguyen,Female,Ho Chi Minh,Business Administration,Bachelor,2.14,"Communication, Leadership, Project Management","L1, L4, L4"
U2333,Tuan,Pham,Male,Hanoi,Finance,Bachelor,2.9,"Accounting, Data Analysis, Excel, SQL","L1, L1, L4, L1"
U2334,Trang,Tran,Female,Ho Chi Minh,Finance,Master,3.94,SQL,L3
U2335,Trang,Dang,Female,Ho Chi Minh,Marketing,Bachelor,3.28,"Marketing Strategy, Social Media, Excel, Communication","L1, L3, L1, L1"
U2336,Linh,Tran,Male,Ho Chi Minh,Marketing,Master,2.31,"Social Media, Marketing Strategy, Power BI, Excel","L4, L4, L1, L3"
U2337,Huy,Phan,Male,Hanoi,Business Administration,Master,2.54,"Negotiation, Project Management, Excel","L3, L2, L2"
U2338,Minh,Tran,Female,Da Nang,Computer Science,Master,2.13,"Data Structures, R, Java","L1, L4, L2"
U2339,Phuc,Hoang,Female,Hanoi,Information Systems,Master,2.36,"Data Visualization, Excel, Python, Power BI, SQL","L1, L2, L4, L4, L2"
U2340,Linh,Pham,Female,Hanoi,Information Systems,Master,2.98,"SQL, Data Visualization, Excel","L2, L3, L1"
U2341,Huy,Bui,Female,Hanoi,Business Administration,Master,2.69,"Project Management, Negotiation, Leadership","L3, L3, L4"
U2342,Hoa,Pham,Female,Da Nang,Computer Science,Master,2.41,"Java, R, Machine Learning, Python","L3, L1, L4, L2"
U2343,Nhi,Vo,Female,Hanoi,Computer Science,Bachelor,2.29,Data Structures,L4
U2344,Nhi,Hoang,Male,Ho Chi Minh,Computer Science,Bachelor,3.31,"Data Structures, Java, Machine Learning, Python, R","L1, L3, L4, L2, L4"
U2345,Minh,Tran,Female,Ho Chi Minh,Marketing,Bachelor,3.12,"Marketing Strategy, Excel, Power BI, Social Media, Communication","L1, L4, L2, L2, L1"
U2346,Khanh,Bui,Female,Ho Chi Minh,Business Administration,Master,3.69,Project Management,L4
U2347,Anh,Tran,Male,Hanoi,Information Systems,Bachelor,2.37,"Excel, SQL, Power BI","L3, L1, L1"
U2348,Linh,Do,Female,Ho Chi Minh,Computer Science,Master,3.7,"Machine Learning, Python, Java","L4, L2, L1"
U2349,Linh,Do,Female,Da Nang,Business Administration,Bachelor,3.16,"Excel, Negotiation, Project Management, Leadership, Communication","L2, L3, L4, L3, L3"
U2350,Phuc,Le,Male,Ho Chi Minh,Information Systems,Bachelor,2.53,"SQL, Python, Data Visualization, Excel","L2, L3, L1, L4"
U2351,Phuc,Pham,Female,Hanoi,Marketing,Master,2.55,"Excel, Marketing Strategy, Power BI, Social Media","L1, L1, L4, L2"
U2352,Nhi,Bui,Male,Hanoi,Finance,Bachelor,2.78,"Data Analysis, Power BI, Excel","L3, L3, L3"
U2353,Nhi,Do,Female,Hanoi,Information Systems,Master,2.92,"Power BI, Data Visualization, SQL, Excel, Python","L3, L1, L3, L3, L2"
